"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments"
"829315","occ","","","91450","Pseudonotidanus n. sp. semirugosus","species","154910","","Pseudonotidanus semirugosus","species","154910","Bathonian","","168.3","166.1","30802","-0.100000","51.849998","UK","England","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Watton Cliff, Dorset, England, United Kingdom.  LAT/LONG: estimated based on Watton, England."
"829316","occ","","","91455","Pseudonotidanus n. sp. semirugosus","species","154910","","Pseudonotidanus semirugosus","species","154910","Bathonian","","168.3","166.1","30802","-0.100000","51.849998","UK","England","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Watton Cliff, Dorset, England, United Kingdom.  LAT/LONG: estimated based on Watton, England."
"829317","occ","","","91449","Eypea n. sp. leesi","species","154895","","Eypea leesi","species","154895","Bathonian","","168.3","166.1","30802","-0.100000","51.849998","UK","England","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Watton Cliff, Dorset, England, United Kingdom.  LAT/LONG: estimated based on Watton, England."
"829318","occ","","","91449","Carcharhiniformes indet.","order","34637","corrected to","Carchariniformes","order","34637","Bathonian","","168.3","166.1","30802","-0.100000","51.849998","UK","England","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Watton Cliff, Dorset, England, United Kingdom.  LAT/LONG: estimated based on Watton, England."
"829319","occ","","","91449","Paracestracion ? sp.","genus","151543","","Paracestracion","genus","151543","Bathonian","","168.3","166.1","30802","-0.100000","51.849998","UK","England","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Watton Cliff, Dorset, England, United Kingdom.  LAT/LONG: estimated based on Watton, England."
"829320","occ","","","91449","Proheterodontus n. sp. sylvestris","species","154896","","Proheterodontus sylvestris","species","154896","Bathonian","","168.3","166.1","30802","-0.100000","51.849998","UK","England","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Watton Cliff, Dorset, England, United Kingdom.  LAT/LONG: estimated based on Watton, England."
"829323","occ","","","91448","Palaeobrachaelurus mussetti","species","154897","","Palaeobrachaelurus mussetti","species","154897","Bathonian","","168.3","166.1","30802","-2.333333","50.750000","UK","England","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Burton Cliff, Dorset, England, United Kingdom.  LAT/LONG: estimated based on Dorset, England."
"829329","occ","","","91451","Scyliorhinidae indet.","family","83175","","Scyliorhinidae","family","83175","Bathonian","","168.3","166.1","30802","-2.621667","51.502777","UK","England","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Southern end of the headland, Henbury Point, Dorset, England, United Kingdom.  LAT/LONG: estimated based on Henbury, England."
"829331","occ","","","91453","Eypea leesi","species","154895","","Eypea leesi","species","154895","Bathonian","","168.3","166.1","30802","-2.456111","51.193054","UK","England","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Temporary exposure in the excavation for a lake, East Cranmore, Somerset, England, United Kingdom.  LAT/LONG: estimated based on East Cranmore, England."
"829332","occ","","","91453","Palaeobrachaelurus mussetti","species","154897","","Palaeobrachaelurus mussetti","species","154897","Bathonian","","168.3","166.1","30802","-2.456111","51.193054","UK","England","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Temporary exposure in the excavation for a lake, East Cranmore, Somerset, England, United Kingdom.  LAT/LONG: estimated based on East Cranmore, England."
"829749","occ","","","91530","Selachii indet.","unranked clade","80574","","Selachii","unranked clade","80574","Desmoinesian","","313.8","305.9","30841","-96.961388","34.445557","US","Oklahoma","Murray","stated in text","seconds","outcrop","10 km S of Sulphur"
"829789","occ","","","91548","Onchopristis n. sp. indicus","species","96159","species not entered","Onchopristis","genus","96159","Cretaceous","","145","66","30835","75.764999","21.987223","IN","","","estimated from map","seconds","",""
"829978","occ","","","91586","Squatina sp.","genus","34570","","Squatina","genus","34570","Early Hauterivian","","136.4","130","30868","9.616667","52.433334","DE","","","based on nearby landmark","minutes","outcrop",""
"829979","occ","","","91586","Scyllium cf. tumidens","species","253346","","Scyllium tumidens","species","253346","Early Hauterivian","","136.4","130","30868","9.616667","52.433334","DE","","","based on nearby landmark","minutes","outcrop",""
"829980","occ","","","91586","Lamna sp.","genus","34615","","Lamna","genus","34615","Early Hauterivian","","136.4","130","30868","9.616667","52.433334","DE","","","based on nearby landmark","minutes","outcrop",""
"829981","occ","","","91586","Centroscymnus sp.","genus","155468","","Centroscymnus","genus","155468","Early Hauterivian","","136.4","130","30868","9.616667","52.433334","DE","","","based on nearby landmark","minutes","outcrop",""
"830779","occ","","","91707","Galeocerdo cuvier","species","83185","","Galeocerdo cuvier","species","83185","Pleistocene","Holocene","2.588","0","30915","-80.807220","32.458332","US","South Carolina","Beaufort","estimated from map","seconds","","Port Royal Sound, near Laurel Bay"
"830780","occ","","","91707","Carcharhinus obscurus","species","83194","","Carcharhinus obscurus","species","83193","Pleistocene","Holocene","2.588","0","30915","-80.807220","32.458332","US","South Carolina","Beaufort","estimated from map","seconds","","Port Royal Sound, near Laurel Bay"
"830782","occ","","","77594","Galeocerdo cuvier","species","83185","","Galeocerdo cuvier","species","83185","Zanclean","","5.333","3.6","30915","-79.916664","32.766666","US","South Carolina","Charleston","stated in text","minutes","local area","Charleston Area, Cooper River, some unspecified"
"830783","occ","","","77594","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Zanclean","","5.333","3.6","30915","-79.916664","32.766666","US","South Carolina","Charleston","stated in text","minutes","local area","Charleston Area, Cooper River, some unspecified"
"830784","occ","","","77594","Rhizoprionodon cf. teraenovae","species","34662","species not entered","Rhizoprionodon","genus","34662","Zanclean","","5.333","3.6","30915","-79.916664","32.766666","US","South Carolina","Charleston","stated in text","minutes","local area","Charleston Area, Cooper River, some unspecified"
"830785","occ","","","77594","Rhinoptera cf. bonasus","species","34745","species not entered","Rhinoptera","genus","34745","Zanclean","","5.333","3.6","30915","-79.916664","32.766666","US","South Carolina","Charleston","stated in text","minutes","local area","Charleston Area, Cooper River, some unspecified"
"830787","occ","","","77594","""Raja"" sp.","genus","34706","","Raja","genus","34706","Zanclean","","5.333","3.6","30915","-79.916664","32.766666","US","South Carolina","Charleston","stated in text","minutes","local area","Charleston Area, Cooper River, some unspecified"
"830788","occ","","","91707","Carcharhinus falciformis","species","83188","","Carcharhinus falciformis","species","83187","Pleistocene","Holocene","2.588","0","30915","-80.807220","32.458332","US","South Carolina","Beaufort","estimated from map","seconds","","Port Royal Sound, near Laurel Bay"
"830789","occ","","","91707","Carcharhinus longimanus","species","34640","species not entered","Carcharhinus","genus","34640","Pleistocene","Holocene","2.588","0","30915","-80.807220","32.458332","US","South Carolina","Beaufort","estimated from map","seconds","","Port Royal Sound, near Laurel Bay"
"830790","occ","","","91707","Carcharhinus plumbeus","species","83199","","Carcharhinus plumbeus","species","83198","Pleistocene","Holocene","2.588","0","30915","-80.807220","32.458332","US","South Carolina","Beaufort","estimated from map","seconds","","Port Royal Sound, near Laurel Bay"
"830791","occ","","","46096","Raja casieri","species","154500","","Raja casieri","species","154500","Rupelian","","33.9","28.1","30916","12.326111","51.218334","DE","","","estimated from map","seconds","",""
"830792","occ","","","46096","Raja ceciliae","species","154501","","Raja ceciliae","species","154501","Rupelian","","33.9","28.1","30916","12.326111","51.218334","DE","","","estimated from map","seconds","",""
"830793","occ","","","46096","Raja heinzelini","species","154505","","Raja heinzelini","species","154505","Rupelian","","33.9","28.1","30916","12.326111","51.218334","DE","","","estimated from map","seconds","",""
"830794","occ","","","46096","Raja cf. terhagensis","species","34706","species not entered","Raja","genus","34706","Rupelian","","33.9","28.1","30916","12.326111","51.218334","DE","","","estimated from map","seconds","",""
"830801","occ","","","46098","Raja heinzelini","species","154505","","Raja heinzelini","species","154505","Rupelian","","33.9","28.1","30916","12.211667","51.125557","DE","","","estimated from map","seconds","",""
"830802","occ","","","46098","Myliobatis cf. serratus","species","275571","subjective synonym of","Myliobatis striatus","species","132634","Rupelian","","33.9","28.1","30916","12.211667","51.125557","DE","","","estimated from map","seconds","",""
"830803","occ","","","46097","Myliobatis cf. serratus","species","275571","subjective synonym of","Myliobatis striatus","species","132634","MP 22","","33.9","28.4","30916","12.464167","51.193054","DE","","","estimated from map","seconds","",""
"830804","occ","","","46097","Rhinoptera sp.","genus","34745","","Rhinoptera","genus","34745","MP 22","","33.9","28.4","30916","12.464167","51.193054","DE","","","estimated from map","seconds","",""
"832232","occ","","","92144","Heterodontus sp.","genus","34572","","Heterodontus","genus","34572","Late Tithonian","Early Berriasian","150.8","140.2","31034","1.633333","50.750000","FR","Nord-Pas-de-Calais","Pas-de-Calais","based on nearby landmark","minutes","outcrop","Old quarry of Montrouge, close to Wimereux"
"832252","occ","","","92145","Heterodontus sp.","genus","34572","","Heterodontus","genus","34572","Late Tithonian","Early Berriasian","150.8","140.2","31034","1.616667","50.766666","FR","Nord-Pas-de-Calais","Pas-de-Calais","based on nearby landmark","minutes","outcrop","Cliff just north of Wimereux"
"832378","occ","","","92203","Serratolamna serrata","species","86150","species not entered","Serratolamna","genus","86150","Late Maastrichtian","","70.6","66","31053","-6.620833","32.875000","MA","Chaouia-Ouardigha","","estimated from map","seconds","small collection","eastern part of the Oulad Abdoun Phosphatic Basin, between the cities of Khouribga and Oued Zem. Northern part of Gran d Daoui"
"832495","occ","","","92241","Sclerorhynchus atavus","species","96156","","Sclerorhynchus atavus","species","96156","Santonian","","86.3","83.6","31066","35.638889","33.987778","LB","","","estimated from map","seconds","","coordinates are estimated"
"832506","occ","","","92241","Raja davisi ?","species","154502","","Raja davisi","species","154502","Santonian","","86.3","83.6","31066","35.638889","33.987778","LB","","","estimated from map","seconds","","coordinates are estimated"
"832507","occ","","","69118","Pararaja expansa","species","156840","recombined as","Raja expansa","species","154509","Cenomanian","","100.5","93.9","31066","35.749168","34.170834","LB","","","based on nearby landmark","seconds","outcrop","SPECIFIC LOCATION: Quarry located near Haqil (Hakel), northeast of Beirut, Lebanon Range, Lebanon. LAT/LONG: estimated based on Haqil, Lebanon."
